tick,t,ax,ay,az,ayaw,sp_n,sp_e,sp_d,v_n,v_e,v_d,yaw_cmd,p_n,p_e,p_d,vel_n,vel_e,vel_d,roll,pitch,yaw
55,5.5006,2.372264862060547e-05,-1.6545866898809436e-08,-0.052167534828186035,0.0,-7.922930641893873,1.5216054256864933,-2.728370183706283,3.855717221143133e-05,-2.764781720909865e-05,-0.10433506965637207,-0.6213868260383606,-7.860438823699951,1.6139134168624878,-2.6941072940826416,-0.21979953348636627,0.04395367205142975,-0.09634774178266525,0.06841297447681427,-0.00024989712983369827,-0.6213868260383606
56,5.6004,3.039836883544922e-05,2.698506085252461e-09,-0.05081677436828613,0.0,-7.922925698367902,1.5216018867623096,-2.73853353857994,4.9435259712291905e-05,-3.5389241836044344e-05,-0.10163354873657227,-0.6213868260383606,-7.860438823699951,1.6139134168624878,-2.6941072940826416,-0.21979953348636627,0.04395367205142975,-0.09634774178266525,0.06841297447681427,-0.00024989712983369827,-0.6213868260383606
57,5.7021,4.9591064453125e-05,1.2741429245011204e-08,-0.04981982707977295,0.0,-7.922917632664387,1.5215961148146107,-2.7484975039958948,8.065703515482748e-05,-5.771947698814494e-05,-0.0996396541595459,-0.6213868260383606,-7.860438823699951,1.6139134168624878,-2.6941072940826416,-0.21979953348636627,0.04395367205142975,-0.09634774178266525,0.06841297447681427,-0.00024989712983369827,-0.6213868260383606
58,5.8011,7.855892181396484e-05,2.2033107782704064e-08,-0.049146294593811035,0.0,-7.9229045091342085,1.5215874757670393,-2.758326762914657,0.00013123530178370352,-8.639047571267439e-05,-0.09829258918762207,-0.5824592113494873,-7.9029645919799805,1.6165809631347656,-2.721701145172119,-0.14680038392543793,-0.03628133237361908,-0.151386097073555,0.05741223320364952,-0.022065939381718636,-0.5824592113494873
59,5.9019,0.0001081228256225586,2.6576135070399687e-08,-0.048612117767333984,0.0,-7.922885855224379,1.521576537143124,-2.768049186468124,0.00018653909829138225,-0.00010938623915386572,-0.09722423553466797,-0.5306041240692139,-7.921708106994629,1.6080907583236694,-2.739072561264038,-0.11049989610910416,-0.09616133570671082,-0.14431340992450714,0.03307303413748741,-4.000496119260788e-05,-0.5306041240692139
60,6.0014,0.00013375282287597656,1.847854136372007e-08,-0.04834771156311035,0.0,-7.922862394014817,1.5215636855142542,-2.777718728780746,0.00023461209562710043,-0.0001285162886970196,-0.0966954231262207,-0.5012769103050232,-7.937506675720215,1.5929268598556519,-2.755612850189209,-0.10875224322080612,-0.16395851969718933,-0.13322781026363373,0.024171359837055206,0.01559543889015913,-0.5012769103050232
61,6.1016,0.000152587890625,1.2949384675664533e-08,-0.047947049140930176,0.0,-7.9228347105049926,1.5215508423890454,-2.7873081386089322,0.00027683509824343364,-0.00012843125208780983,-0.09589409828186035,-0.4344598650932312,-7.952524185180664,1.57170832157135,-2.7715723514556885,-0.11853183805942535,-0.1883857548236847,-0.12916162610054016,0.027631960809230804,0.03934711217880249,-0.4344598650932312
62,6.2019,0.00015652179718017578,1.3737471604713392e-08,-0.047260165214538574,0.0,-7.922804973290781,1.5215410617439675,-2.7967601716518398,0.0002973721421235932,-9.780645077778026e-05,-0.09452033042907715,-0.31784531474113464,-7.989552974700928,1.5181338787078857,-2.799459457397461,-0.18456128239631653,-0.23157040774822235,-0.08450630307197571,0.08819851279258728,0.056077778339385986,-0.31784531474113464
63,6.3009,0.00015032291412353516,1.0182104048794827e-08,-0.046312689781188965,0.0,-7.9227764139762415,1.521531667879075,-2.8060227096080776,0.00028559314539211344,-9.393864892634455e-05,-0.09262537956237793,-0.31784531474113464,-7.989552974700928,1.5181338787078857,-2.799459457397461,-0.18456128239631653,-0.23157040774822235,-0.08450630307197571,0.08819851279258728,0.056077778339385986,-0.31784531474113464
64,6.4024,0.00014400482177734375,4.916375306862619e-09,-0.04553794860839844,0.0,-7.922748687955973,1.521523872794157,-2.8151302993297573,0.0002772602026784339,-7.795084918007563e-05,-0.09107589721679688,-0.27410605549812317,-8.0077543258667,1.492781162261963,-2.809798002243042,-0.18247072398662567,-0.20411992073059082,-0.056394439190626144,0.11031713336706161,0.05588211864233017,-0.27410605549812317
65,6.5019,0.00014722347259521484,3.962447703287353e-09,-0.04529237747192383,0.0,-7.922719580282043,1.5215194305701327,-2.824188774824142,0.0002910767393088681,-4.4422240241765076e-05,-0.09058475494384766,-0.15147186815738678,-8.041028022766113,1.4575188159942627,-2.827209949493408,-0.15405277907848358,-0.06363485008478165,-0.05604308098554611,0.17555877566337585,0.02444704994559288,-0.15147186815738678
66,6.6029,0.0001653432846069336,2.2501076557546185e-09,-0.04586231708526611,0.0,-7.922686724337576,1.5215156858426422,-2.8333612382411952,0.00032855944466838964,-3.744727490604774e-05,-0.09172463417053223,-0.1134980320930481,-8.05213737487793,1.454237699508667,-2.833695411682129,-0.11069315671920776,0.05758151412010193,-0.03920281305909157,0.19463969767093658,0.009849006310105324,-0.1134980320930481
67,6.701,0.00019168853759765625,1.582399766775211e-10,-0.04699575901031494,0.0,-7.922648633290915,1.5215113439557133,-2.8427603900432583,0.00038091046661272327,-4.341886928847713e-05,-0.09399151802062988,-0.1134980320930481,-8.05213737487793,1.454237699508667,-2.833695411682129,-0.11069315671920776,0.05758151412010193,-0.03920281305909157,0.19463969767093658,0.009849006310105324,-0.1134980320930481
68,6.801,0.00021278858184814453,2.4094992667755832e-09,-0.04841923713684082,0.0,-7.922606349335908,1.5215065245810946,-2.8524442374706265,0.0004228395500795133,-4.8193746187192416e-05,-0.09683847427368164,-0.1134980320930481,-8.05213737487793,1.454237699508667,-2.833695411682129,-0.11069315671920776,0.05758151412010193,-0.03920281305909157,0.19463969767093658,0.009849006310105324,-0.1134980320930481
69,6.9023,0.00022161006927490234,7.431282700309794e-09,-0.04984021186828613,0.0,-7.9225620391659115,1.5215075491538135,-2.8624122798442837,0.00044310169996444394,1.0245727188631118e-05,-0.09968042373657227,0.0230850912630558,-8.05854606628418,1.4818291664123535,-2.8489081859588623,0.019041113555431366,0.26000335812568665,-0.07068785279989243,0.1730673462152481,-0.03277750313282013,0.0230850912630558
70,7.0032,0.00021326541900634766,1.2881643307594004e-08,-0.05091428756713867,0.0,-7.922519628184683,1.5215120872410395,-2.8725951373577114,0.00042410981228041555,4.5380872259463134e-05,-0.10182857513427734,0.10653664916753769,-8.040738105773926,1.5452749729156494,-2.866577386856079,0.1095658391714096,0.33779484033584595,-0.1159464567899704,0.051291994750499725,0.0015396494418382645,0.10653664916753769
71,7.1012,0.00018775463104248047,1.5399088226786262e-08,-0.05151951313018799,0.0,-7.922482290487071,1.5215160832897954,-2.882899039983749,0.0003733769761169128,3.9960487558460324e-05,-0.10303902626037598,0.10653664916753769,-8.040738105773926,1.5452749729156494,-2.866577386856079,0.1095658391714096,0.33779484033584595,-0.1159464567899704,0.051291994750499725,0.0015396494418382645,0.10653664916753769
72,7.2026,0.00015497207641601562,1.749251055116474e-08,-0.051749229431152344,0.0,-7.922451566573107,1.5215201692293086,-2.8932488858699794,0.00030723913964222617,4.085939513284428e-05,-0.10349845886230469,0.13210022449493408,-8.040738105773926,1.5452749729156494,-2.866577386856079,0.1095658391714096,0.33779484033584595,-0.1159464567899704,0.013384132646024227,0.024377290159463882,0.13210022449493408
73,7.3021,0.0001252889633178711,2.1410910377994696e-08,-0.051851749420166016,0.0,-7.922426998184613,1.521525097441792,-2.9036192357540127,0.0002456838849467196,4.928212483510383e-05,-0.10370349884033203,0.1977934539318085,-8.003005027770996,1.6264679431915283,-2.9021434783935547,0.12168461084365845,0.1448485404253006,-0.10495167970657349,-0.04104628041386604,0.04844680428504944,0.19779345393180847
74,7.4019,0.00010573863983154297,2.182928326988076e-08,-0.05189335346221924,0.0,-7.922406263641024,1.5215292573840236,-2.9139979064464567,0.0002073454358858899,4.1599422316419336e-05,-0.10378670692443848,0.1977934539318085,-8.003005027770996,1.6264679431915283,-2.9021434783935547,0.12168461084365845,0.1448485404253006,-0.10495167970657349,-0.04104628041386604,0.04844680428504944,0.19779345393180847
75,7.501,9.40561294555664e-05,1.886890466096247e-08,-0.051673173904418945,0.0,-7.922387819927366,1.5215329576083765,-2.9243325412273404,0.00018443713658219743,3.7002243528618125e-05,-0.10334634780883789,0.1977934539318085,-8.003005027770996,1.6264679431915283,-2.9021434783935547,0.12168461084365845,0.1448485404253006,-0.10495167970657349,-0.04104628041386604,0.04844680428504944,0.19779345393180847
76,7.6041,8.511543273925781e-05,1.7717420419671726e-08,-0.05120992660522461,0.0,-7.922371428406147,1.521537551465179,-2.9345745265483854,0.0001639152121827819,4.5938568025854136e-05,-0.10241985321044922,0.27303987741470337,-7.979974746704102,1.6402941942214966,-2.9303059577941895,0.09561145305633545,-0.007958371192216873,-0.1318962126970291,0.044421419501304626,0.04431607946753502,0.27303987741470337
77,7.7023,8.118152618408203e-05,6.801199603501118e-09,-0.05066239833831787,0.0,-7.922355986915231,1.5215425692304063,-2.9447070062160488,0.00015441490916238016,5.01776522737596e-05,-0.10132479667663574,0.3141059875488281,-7.960119247436523,1.6406333446502686,-2.9624557495117188,0.08743763715028763,-0.012027970515191555,-0.1274873912334442,0.0955943912267685,0.020051533356308937,0.3141059875488281
78,7.8012,8.213520050048828e-05,-1.2745217325971225e-08,-0.05003023147583008,0.0,-7.922340420648174,1.5215478169902004,-2.954713052511215,0.00015566267057082436,5.247759793991068e-05,-0.10006046295166016,0.3253132998943329,-7.955386161804199,1.6445491313934326,-2.9767701625823975,0.07610715180635452,0.011493545956909657,-0.10875270515680313,0.09570100903511047,0.01138274371623993,0.3253132998943329
79,7.9022,8.511543273925781e-05,-2.6156603993854333e-08,-0.04938685894012451,0.0,-7.922324288739652,1.5215532527082245,-2.9645904242992396,0.00016131908521460224,5.435718024106948e-05,-0.09877371788024902,0.3253132998943329,-7.955386161804199,1.6445491313934326,-2.9767701625823975,0.07610715180635452,0.011493545956909657,-0.10875270515680313,0.09570100903511047,0.01138274371623993,0.3253132998943329
80,8.0016,9.381771087646484e-05,-3.282051963537924e-08,-0.04902219772338867,0.0,-7.922306724108587,1.521559852275906,-2.9743948638439175,0.00017564631065566483,6.599567681446654e-05,-0.09804439544677734,0.3597607910633087,-7.946236610412598,1.6623986959457397,-3.0021142959594727,0.0911625400185585,0.07155251502990723,-0.0861637070775032,0.05855841562151909,-0.0005595972761511803,0.3597607910633087
81,8.1014,0.00010859966278076172,-3.1767729780085574e-08,-0.04886341094970703,0.0,-7.92228648973365,1.5215677469311553,-2.984167546033859,0.00020234374937398814,7.894655249225232e-05,-0.09772682189941406,0.37228795886039734,-7.946236610412598,1.6623986959457397,-3.0021142959594727,0.0911625400185585,0.07155251502990723,-0.0861637070775032,0.042333684861660004,-0.0010342299938201904,0.37228795886039734
82,8.2038,0.00012087821960449219,-1.8029103543426572e-08,-0.04868876934051514,0.0,-7.922264194238457,1.5215770942658602,-2.9939052999019617,0.0002229549519309248,9.347334704973752e-05,-0.09737753868103027,0.39713746309280396,-7.928325653076172,1.6834979057312012,-3.0282578468322754,0.1424814611673355,0.058728884905576706,-0.07314792275428772,0.023135531693696976,0.008990206755697727,0.39713746309280396
83,8.3015,0.00012612342834472656,1.78394776728652e-09,-0.04835546016693115,0.0,-7.922241037642914,1.5215870971079621,-3.003576391935348,0.00023156595542290332,0.00010002842101881509,-0.0967109203338623,0.4077412188053131,-7.916442394256592,1.6906071901321411,-3.039181709289551,0.14443175494670868,0.02757261134684086,-0.0547461062669754,0.024643292650580406,0.019726676866412163,0.4077412188053131
84,8.4013,0.00012409687042236328,1.8087972009084297e-08,-0.04780173301696777,0.0,-7.922218254424077,1.521596942222611,-3.0131367385387415,0.00022783218837209564,9.845114648789084e-05,-0.09560346603393555,0.4077412188053131,-7.916442394256592,1.6906071901321411,-3.039181709289551,0.14443175494670868,0.02757261134684086,-0.0547461062669754,0.024643292650580406,0.019726676866412163,0.4077412188053131
85,8.5032,0.00011599063873291016,2.6093212923683495e-08,-0.047005414962768555,0.0,-7.922197041191069,1.5216063311471235,-3.0225378215312952,0.00021213233008624766,9.388924512571299e-05,-0.09401082992553711,0.41645604372024536,-7.903419494628906,1.6944646835327148,-3.0462634563446045,0.14196984469890594,0.0003928533988073468,-0.03339649736881256,0.032199908047914505,0.030481742694973946,0.41645604372024536
86,8.602,0.00010597705841064453,2.0789842736235187e-08,-0.04611325263977051,0.0,-7.922177857401223,1.521615343788291,-3.0317604720592493,0.00019183789845762905,9.012641167672937e-05,-0.09222650527954102,0.43900501728057867,-7.893878936767578,1.696506381034851,-3.049928665161133,0.10532676428556442,-0.013634931296110153,-0.0008467548177577555,0.06589256972074509,0.06482036411762238,0.4390050172805786
87,8.7028,0.00010061264038085938,1.0136710137942373e-08,-0.045295000076293945,0.0,-7.922159643853215,1.5216238984834487,-3.040819472074508,0.0001821354800819551,8.554695157607804e-05,-0.09059000015258789,0.43900501728057867,-7.887512683868408,1.6966803073883057,-3.052198648452759,0.06606774032115936,-0.028476139530539513,0.02499670349061489,0.06589256972074509,0.06482036411762238,0.4390050172805786
88,8.8014,0.00010192394256591797,4.183312807271022e-09,-0.044655799865722656,0.0,-7.922141342564579,1.5216328763694869,-3.0497506320476524,0.00018301288635300968,8.977886038184584e-05,-0.08931159973144531,0.45602634549140936,-7.888278484344482,1.6961774826049805,-3.0519185066223145,-0.017503274604678154,-0.04040945693850517,0.012458444572985172,0.06743261963129044,0.05839753895998001,0.4560263454914093
89,8.9034,0.00010752677917480469,5.800725677573837e-09,-0.04406416416168213,0.0,-7.92212206694627,1.521642412137402,-3.0585634648799886,0.000192756183092371,9.535767915109334e-05,-0.08812832832336426,0.45934966206550604,-7.888278484344482,1.6961774826049805,-3.0519185066223145,-0.017503274604678154,-0.04040945693850517,0.012458444572985172,0.0567040741443634,0.04410628229379654,0.459349662065506
90,9.0016,0.00011146068572998047,1.195119381236509e-08,-0.04337143898010254,0.0,-7.922102137636554,1.5216524002302385,-3.067237752676009,0.0001992930971554221,9.988092836529656e-05,-0.08674287796020508,0.46448078751564026,-7.901294708251953,1.6941360235214233,-3.0543770790100098,-0.0330469012260437,-0.059251319617033005,-0.01603725552558899,0.031348828226327896,0.015468653291463852,0.46448078751564026
91,9.101,0.00011050701141357422,1.8437265936199765e-08,-0.04247283935546875,0.0,-7.922082379435256,1.5216623040415218,-3.075732320547103,0.00019758201297805433,9.903811283294098e-05,-0.0849456787109375,0.46448078751564026,-7.901294708251953,1.6941360235214233,-3.0543770790100098,-0.0330469012260437,-0.059251319617033005,-0.01603725552558899,0.031348828226327896,0.015468653291463852,0.46448078751564026
92,9.2032,0.00010442733764648438,1.7952862307879514e-08,-0.04136085510253906,0.0,-7.922063618018656,1.521671480751934,-3.084004491567611,0.000187614165995005,9.176710412207185e-05,-0.08272171020507812,0.4547393023967743,-7.910462379455566,1.683545470237732,-3.0659499168395996,0.005417646840214729,-0.09860815107822418,-0.05068701505661011,0.021871216595172882,0.0013175690546631813,0.4547393023967743
93,9.301,9.584426879882812e-05,4.67388705516214e-09,-0.04006838798522949,0.0,-7.922046397599421,1.5216799010913986,-3.092018169164657,0.00017220419235277235,8.420339464557431e-05,-0.08013677597045898,0.4547393023967743,-7.910462379455566,1.683545470237732,-3.0659499168395996,0.005417646840214729,-0.09860815107822418,-0.05068701505661011,0.021871216595172882,0.0013175690546631813,0.4547393023967743
94,9.4031,8.893013000488281e-05,-1.6943468850172394e-08,-0.03881216049194336,0.0,-7.922030301092358,1.5216874671466947,-3.0997806012630456,0.00016096507063610818,7.566055295977345e-05,-0.07762432098388672,0.439586877822876,-7.9125142097473145,1.6644467115402222,-3.084991216659546,0.05262170732021332,-0.11862911283969879,-0.05639167129993439,0.04074458032846451,0.009022144600749016,0.439586877822876
95,9.5012,8.90493392944336e-05,-3.859620889556936e-08,-0.03774523735046387,0.0,-7.922014120917207,1.5216949098199257,-3.1073296487331383,0.00016180175150927594,7.442673230970515e-05,-0.07549047470092773,0.4315615892410279,-7.911636829376221,1.6534655094146729,-3.094994306564331,0.05656849220395088,-0.11548135429620743,-0.07526009529829025,0.05107497051358223,0.012274851091206074,0.43156158924102783
96,9.6029,9.524822235107422e-05,-5.513703627002542e-08,-0.036864280700683594,0.0,-7.921996684645048,1.5217025822047732,-3.114702504873275,0.00017436272158825547,7.672384847533572e-05,-0.07372856140136719,0.4151061773300171,-7.911636829376221,1.6534655094146729,-3.094994306564331,0.05656849220395088,-0.11548135429620743,-0.07526009529829025,0.06695864349603653,0.017647022381424904,0.4151061773300171
97,9.7009,0.00010323524475097656,-6.023240217700732e-08,-0.0360713005065918,0.0,-7.921977786219393,1.5217108978697025,-3.1219167649745936,0.0001889842565541246,8.315664929294612e-05,-0.0721426010131836,0.4151061773300171,-7.911636829376221,1.6534655094146729,-3.094994306564331,0.05656849220395088,-0.11548135429620743,-0.07526009529829025,0.06695864349603653,0.017647022381424904,0.4151061773300171
98,9.8009,0.00010907649993896484,-5.1730914663039584e-08,-0.03527557849884033,0.0,-7.921957819443873,1.5217196862310935,-3.128971880674362,0.00019966775519895044,8.788361391011472e-05,-0.07055115699768066,0.4151061773300171,-7.911636829376221,1.6534655094146729,-3.094994306564331,0.05656849220395088,-0.11548135429620743,-0.07526009529829025,0.06695864349603653,0.017647022381424904,0.4151061773300171
99,9.9032,0.00010967254638671875,-3.699454964589677e-08,-0.03433382511138916,0.0,-7.921937601897208,1.5217281934961575,-3.13583864569664,0.00020217546664063954,8.507265063940565e-05,-0.06866765022277832,0.3986334502696991,-7.908295154571533,1.6248899698257446,-3.1239230632781982,0.04764280468225479,-0.088553786277771,-0.0499226376414299,0.07010775059461594,0.009185696952044964,0.3986334502696991
100,10.0018,0.00010347366333007812,-2.0053546379017462e-08,-0.03320932388305664,0.0,-7.921918506169118,1.5217361700333074,-3.142480510473251,0.00019095728090350728,7.976537149856026e-05,-0.06641864776611328,0.39587628841400146,-7.904793739318848,1.6153115034103394,-3.1426594257354736,0.07386081665754318,-0.05856005474925041,-0.044806234538555145,0.07242248207330704,0.0034917695447802544,0.39587628841400146
101,10.101,9.5367431640625e-05,-2.1966575225462748e-09,-0.0320814847946167,0.0,-7.921900907675748,1.5217435246857118,-3.1488968074321746,0.00017598493370557972,7.354652404336354e-05,-0.0641629695892334,0.39587628841400146,-7.904793739318848,1.6153115034103394,-3.1426594257354736,0.07386081665754318,-0.05856005474925041,-0.044806234538555145,0.07242248207330704,0.0034917695447802544,0.39587628841400146
102,10.2024,9.059906005859375e-05,1.2174780295026721e-08,-0.0310591459274292,0.0,-7.921884190206949,1.5217505142372156,-3.1551086366176606,0.0001671746879898923,6.989551503770445e-05,-0.0621182918548584,0.39587628841400146,-7.904793739318848,1.6153115034103394,-3.1426594257354736,0.07386081665754318,-0.05856005474925041,-0.044806234538555145,0.07242248207330704,0.0034917695447802544,0.39587628841400146
103,10.5331,8.96453857421875e-05,1.8529885181806094e-08,-0.03014063835144043,0.0,-7.921867622510365,1.5217573672110962,-3.161136764287949,0.00016567696584681254,6.852973880501126e-05,-0.06028127670288086,0.39199817180633545,-7.88167667388916,1.6165505647659302,-3.174926280975342,0.09366819262504578,0.022394558414816856,-0.016517572104930878,0.05962216109037399,0.013549989089369774,0.39199817180633545
104,10.5335,9.09566879272461e-05,1.65855400524606e-08,-0.029308199882507324,0.0,-7.921850812297882,1.5217643200184756,-3.1669984042644503,0.0001681021248220955,6.952807379321625e-05,-0.05861639976501465,0.39199817180633545,-7.88167667388916,1.6165505647659302,-3.174926280975342,0.09366819262504578,0.022394558414816856,-0.016517572104930878,0.05962216109037399,0.013549989089369774,0.39199817180633545
105,10.5337,9.28640365600586e-05,1.1573292546529501e-08,-0.02850031852722168,0.0,-7.921833649168122,1.521771417634529,-3.172698467969895,0.00017163129760182737,7.097616053428756e-05,-0.05700063705444336,0.39199817180633545,-7.88167667388916,1.6165505647659302,-3.174926280975342,0.09366819262504578,0.022394558414816856,-0.016517572104930878,0.05962216109037399,0.013549989089369774,0.39199817180633545
106,10.6032,9.202957153320312e-05,6.156409160240628e-09,-0.02759265899658203,0.0,-7.921816628663579,1.521778423354197,-3.1782169997692113,0.00017020504543367645,7.005719668146473e-05,-0.05518531799316406,0.3904033303260803,-7.88167667388916,1.6165505647659302,-3.174926280975342,0.09366819262504578,0.022394558414816856,-0.016517572104930878,0.05750001594424248,0.01658613421022892,0.3904033303260803
107,10.7018,8.71419906616211e-05,2.9631745945835064e-09,-0.026581883430480957,0.0,-7.921800475935368,1.5217849684617715,-3.1835333764553075,0.00016152728210757424,6.5451075743199e-05,-0.053163766860961914,0.3849482536315918,-7.868405818939209,1.623950719833374,-3.177931070327759,0.10303899645805359,0.0017473612679168582,-0.000857780163642019,0.053367551416158676,0.022731704637408257,0.3849482536315918
108,10.8012,8.094310760498047e-05,8.015264008065515e-09,-0.02552783489227295,0.0,-7.921785472633693,1.5217910489558437,-3.1886389434337623,0.0001500330167524552,6.0804940721466886e-05,-0.0510556697845459,0.3849482536315918,-7.868405818939209,1.623950719833374,-3.177931070327759,0.10303899645805359,0.0017473612679168582,-0.000857780163642019,0.053367551416158676,0.022731704637408257,0.3849482536315918
