t,vx,vz,yaw_rate,lat,lon,rel_alt,p_n,p_e,p_d,yaw
0.002,0.0,-0.311,0.0,30.200126,-97.8877306,1.16,0.012,-0.312,-0.993,-2.0784
0.101,0.0,-0.294,0.0,30.2001255,-97.8877305,1.172,-0.037,-0.311,-1.004,-2.086
0.201,0.0,-0.286,0.0,30.2001255,-97.8877305,1.172,-0.062,-0.314,-1.009,-2.0749
0.301,0.0,-0.284,0.0,30.2001255,-97.8877305,1.172,-0.085,-0.318,-1.011,-2.0485
0.401,0.0,-0.285,0.0,30.2001248,-97.8877306,1.179,-0.106,-0.324,-1.01,-2.0311
0.501,0.0,-0.285,0.0,30.2001248,-97.8877306,1.179,-0.106,-0.324,-1.01,-2.0311
0.601,0.0,-0.281,0.0,30.2001248,-97.8877306,1.179,-0.123,-0.331,-1.013,-1.9877
0.701,0.0,-0.264,0.0,30.2001248,-97.8877306,1.179,-0.144,-0.348,-1.024,-1.9379
0.801,0.0,-0.246,0.0,30.2001244,-97.8877309,1.197,-0.145,-0.357,-1.036,-1.8839
0.901,0.0,-0.246,0.0,30.2001244,-97.8877309,1.197,-0.145,-0.357,-1.036,-1.8543
1.001,0.0,-0.246,0.0,30.2001244,-97.8877309,1.197,-0.145,-0.357,-1.036,-1.8543
1.101,0.0,-0.149,0.0,30.2001247,-97.8877312,1.262,-0.106,-0.382,-1.1,-1.7343
1.201,0.0,-0.149,0.0,30.2001247,-97.8877312,1.262,-0.106,-0.382,-1.1,-1.7343
1.301,0.0,-0.06,0.0,30.2001247,-97.8877312,1.262,-0.066,-0.415,-1.16,-1.6508
1.401,0.0,-0.06,0.0,30.2001247,-97.8877312,1.262,-0.066,-0.415,-1.16,-1.6508
1.501,0.0,0.027,0.0,30.2001252,-97.8877318,1.363,-0.032,-0.456,-1.218,-1.594
1.601,0.0,0.027,0.0,30.2001252,-97.8877318,1.363,-0.032,-0.456,-1.218,-1.594
1.701,0.0,0.027,0.0,30.2001252,-97.8877318,1.363,-0.032,-0.456,-1.218,-1.5812
1.802,0.0,0.127,-0.5,30.2001257,-97.8877326,1.442,0.008,-0.529,-1.284,-1.553
1.901,0.0,0.151,0.0,30.2001257,-97.8877326,1.442,0.019,-0.551,-1.301,-1.5373
2.001,0.0,0.151,0.0,30.2001257,-97.8877326,1.442,0.019,-0.551,-1.301,-1.5373
2.101,0.0,0.17,0.0,30.2001257,-97.8877326,1.442,0.031,-0.572,-1.313,-1.5246
2.201,0.0,0.179,0.0,30.200126,-97.8877333,1.488,0.044,-0.592,-1.319,-1.5179
2.301,0.0,0.18,0.0,30.200126,-97.8877333,1.488,0.059,-0.61,-1.32,-1.5195
2.401,0.0,0.18,0.0,30.200126,-97.8877333,1.488,0.059,-0.61,-1.32,-1.5195
2.501,0.0,0.132,0.0,30.2001265,-97.8877338,1.474,0.104,-0.639,-1.288,-1.5541
2.601,0.0,0.104,0.0,30.2001265,-97.8877338,1.474,0.116,-0.641,-1.269,-1.5689
2.7,0.0,0.104,0.0,30.2001265,-97.8877338,1.474,0.116,-0.641,-1.269,-1.5689
2.801,0.0,0.072,0.0,30.2001268,-97.8877339,1.41,0.127,-0.638,-1.248,-1.6229
2.901,0.0,0.039,-0.5,30.2001268,-97.8877339,1.41,0.133,-0.633,-1.226,-1.6437
3.001,0.0,0.008,0.0,30.2001268,-97.8877339,1.41,0.135,-0.624,-1.205,-1.6873
3.101,0.0,0.008,0.0,30.2001268,-97.8877339,1.41,0.135,-0.624,-1.205,-1.6873
3.202,0.0,-0.075,0.0,30.2001268,-97.8877336,1.342,0.113,-0.581,-1.15,-1.7652
3.301,0.0,-0.096,0.0,30.2001268,-97.8877336,1.342,0.096,-0.564,-1.136,-1.7818
3.401,0.0,-0.113,0.0,30.2001264,-97.887733,1.294,0.076,-0.549,-1.124,-1.8159
3.501,0.0,-0.113,0.0,30.2001264,-97.887733,1.294,0.076,-0.549,-1.124,-1.8159
3.601,0.0,-0.129,0.0,30.2001264,-97.887733,1.294,0.028,-0.521,-1.114,-1.8485
3.7,0.0,-0.129,0.0,30.2001264,-97.887733,1.294,0.028,-0.521,-1.114,-1.8485
3.801,0.0,-0.129,0.0,30.2001264,-97.887733,1.294,0.028,-0.521,-1.114,-1.8485
3.902,0.0,-0.094,-0.5,30.2001257,-97.8877326,1.288,-0.048,-0.487,-1.137,-1.9203
4.001,0.0,-0.069,0.0,30.2001257,-97.8877326,1.288,-0.073,-0.476,-1.154,-1.949
4.101,0.0,-0.04,0.0,30.2001249,-97.8877322,1.336,-0.1,-0.464,-1.173,-1.9632
4.201,0.0,-0.04,0.0,30.2001249,-97.8877322,1.336,-0.1,-0.464,-1.173,-1.9632
4.301,0.0,-0.005,0.0,30.2001249,-97.8877322,1.336,-0.129,-0.452,-1.197,-2.0156
4.401,0.0,0.035,0.0,30.2001249,-97.8877322,1.336,-0.159,-0.441,-1.223,-2.0363
4.501,0.0,0.125,0.0,30.200124,-97.8877318,1.424,-0.223,-0.425,-1.283,-2.0791
4.601,0.0,0.125,0.0,30.200124,-97.8877318,1.424,-0.223,-0.425,-1.283,-2.0998
4.701,0.0,0.164,0.0,30.200124,-97.8877318,1.424,-0.257,-0.417,-1.309,-2.0998
4.801,0.0,0.218,0.0,30.2001231,-97.8877316,1.506,-0.319,-0.399,-1.345,-2.1778
4.901,0.0,0.23,0.0,30.2001231,-97.8877316,1.506,-0.35,-0.388,-1.353,-2.2103
5.001,0.5,0.232,0.0,30.2001231,-97.8877316,1.506,-0.38,-0.376,-1.355,-2.2239
5.101,0.5,0.232,0.0,30.2001231,-97.8877316,1.506,-0.38,-0.376,-1.355,-2.2239
5.201,0.0,0.206,0.0,30.2001221,-97.8877312,1.521,-0.443,-0.348,-1.337,-2.2606
5.301,0.0,0.206,0.0,30.2001221,-97.8877312,1.521,-0.443,-0.348,-1.337,-2.2606
5.401,0.0,0.206,0.0,30.2001221,-97.8877312,1.521,-0.443,-0.348,-1.337,-2.2718
5.501,0.0,0.103,0.0,30.2001212,-97.8877306,1.465,-0.532,-0.3,-1.269,-2.3033
5.601,0.0,0.059,0.0,30.2001212,-97.8877306,1.465,-0.559,-0.285,-1.239,-2.3117
5.701,0.0,0.006,0.0,30.2001204,-97.8877302,1.362,-0.587,-0.276,-1.204,-2.3243
5.801,0.0,0.006,0.0,30.2001204,-97.8877302,1.362,-0.587,-0.276,-1.204,-2.3243
5.901,0.0,-0.107,0.0,30.2001204,-97.8877302,1.362,-0.627,-0.267,-1.129,-2.3185
6.001,0.0,-0.107,0.0,30.2001204,-97.8877302,1.362,-0.627,-0.267,-1.129,-2.3185
6.331,0.0,-0.258,0.0,30.20012,-97.88773,1.241,-0.604,-0.214,-1.028,-2.283
6.332,0.0,-0.258,0.0,30.20012,-97.88773,1.241,-0.604,-0.214,-1.028,-2.283
6.333,0.0,-0.258,0.0,30.20012,-97.88773,1.241,-0.604,-0.214,-1.028,-2.283
6.401,0.0,-0.258,0.0,30.20012,-97.88773,1.241,-0.604,-0.214,-1.028,-2.283
6.501,0.0,-0.265,0.0,30.2001204,-97.8877294,1.193,-0.584,-0.195,-1.023,-2.2566
6.601,0.0,-0.26,0.0,30.2001204,-97.8877294,1.193,-0.564,-0.176,-1.027,-2.2277
6.701,0.0,-0.242,0.0,30.2001204,-97.8877294,1.193,-0.543,-0.162,-1.039,-2.2065
6.801,0.0,-0.178,0.0,30.200121,-97.887729,1.235,-0.507,-0.162,-1.081,-2.1936
6.901,0.0,-0.14,0.0,30.200121,-97.887729,1.235,-0.488,-0.177,-1.107,-2.1904
7.001,0.0,-0.093,0.0,30.200121,-97.887729,1.235,-0.468,-0.2,-1.138,-2.188
7.101,0.0,-0.093,0.0,30.200121,-97.887729,1.235,-0.468,-0.2,-1.138,-2.188
7.201,0.0,-0.043,0.0,30.2001216,-97.8877295,1.329,-0.445,-0.222,-1.171,-2.1895
7.301,0.5,0.053,0.0,30.2001216,-97.8877295,1.329,-0.405,-0.264,-1.235,-2.1907
7.401,0.0,0.053,0.0,30.2001216,-97.8877295,1.329,-0.405,-0.264,-1.235,-2.1916
7.501,0.0,0.125,0.0,30.2001221,-97.8877302,1.431,-0.376,-0.298,-1.283,-2.1953
7.601,0.0,0.125,0.0,30.2001221,-97.8877302,1.431,-0.376,-0.298,-1.283,-2.1973
7.701,0.0,0.125,0.0,30.2001221,-97.8877302,1.431,-0.376,-0.298,-1.283,-2.2005
7.801,0.0,0.176,0.0,30.2001225,-97.8877307,1.483,-0.334,-0.344,-1.318,-2.2156
7.901,0.0,0.176,0.0,30.2001225,-97.8877307,1.483,-0.334,-0.344,-1.318,-2.2208
8.001,0.5,0.179,0.0,30.2001225,-97.8877307,1.483,-0.315,-0.365,-1.32,-2.2261
8.101,0.0,0.175,0.0,30.2001231,-97.8877315,1.479,-0.294,-0.389,-1.317,-2.2377
8.201,0.0,0.175,0.0,30.2001231,-97.8877315,1.479,-0.294,-0.389,-1.317,-2.2377
8.301,0.0,0.175,0.0,30.2001231,-97.8877315,1.479,-0.294,-0.389,-1.317,-2.2377
8.402,0.5,0.058,0.0,30.2001239,-97.8877321,1.409,-0.197,-0.468,-1.239,-2.2817
8.501,0.5,0.009,0.0,30.2001239,-97.8877321,1.409,-0.175,-0.477,-1.206,-2.2901
8.601,0.0,0.009,0.0,30.2001239,-97.8877321,1.409,-0.175,-0.477,-1.206,-2.2901
8.701,0.0,-0.084,0.0,30.2001243,-97.8877325,1.306,-0.149,-0.497,-1.144,-2.2985
8.801,0.0,-0.084,0.0,30.2001243,-97.8877325,1.306,-0.149,-0.497,-1.144,-2.2985
8.901,0.0,-0.122,0.0,30.2001243,-97.8877325,1.306,-0.148,-0.513,-1.119,-2.3052
9.001,0.5,-0.168,0.0,30.2001243,-97.8877325,1.306,-0.156,-0.539,-1.088,-2.3114
9.101,0.5,-0.234,0.0,30.2001242,-97.8877333,1.218,-0.171,-0.584,-1.044,-2.3134
9.201,0.5,-0.256,0.0,30.2001242,-97.8877333,1.218,-0.171,-0.594,-1.029,-2.3097
9.301,0.5,-0.256,0.0,30.2001242,-97.8877333,1.218,-0.171,-0.594,-1.029,-2.3097
9.401,0.0,-0.288,0.0,30.2001242,-97.8877335,1.179,-0.168,-0.599,-1.008,-2.277
9.501,0.0,-0.288,0.0,30.2001242,-97.8877335,1.179,-0.168,-0.599,-1.008,-2.277
9.601,0.0,-0.288,0.0,30.2001242,-97.8877335,1.179,-0.168,-0.599,-1.008,-2.277
9.702,0.0,-0.231,0.0,30.2001242,-97.8877335,1.179,-0.202,-0.599,-1.046,-2.2329
9.801,0.0,-0.231,0.0,30.2001242,-97.8877335,1.179,-0.202,-0.599,-1.046,-2.2329
9.901,0.0,-0.135,0.0,30.2001239,-97.8877335,1.223,-0.282,-0.656,-1.11,-2.2047
10.001,0.0,-0.077,0.0,30.2001239,-97.8877335,1.223,-0.329,-0.705,-1.149,-2.1947
10.101,0.0,-0.077,0.0,30.2001239,-97.8877335,1.223,-0.329,-0.705,-1.149,-2.1947
10.201,0.5,-0.026,0.0,30.2001226,-97.8877349,1.34,-0.366,-0.754,-1.183,-2.1763
10.301,0.5,-0.026,0.0,30.2001226,-97.8877349,1.34,-0.366,-0.754,-1.183,-2.1694
10.401,0.5,0.14,0.0,30.200122,-97.8877363,1.461,-0.416,-0.872,-1.293,-2.1628
10.501,0.5,0.191,0.0,30.200122,-97.8877363,1.461,-0.415,-0.892,-1.327,-2.1661
10.601,0.5,0.191,0.0,30.200122,-97.8877363,1.461,-0.415,-0.892,-1.327,-2.169
10.701,0.0,0.234,0.0,30.200122,-97.8877363,1.461,-0.412,-0.904,-1.356,-2.169
10.802,0.0,0.298,0.0,30.200122,-97.8877367,1.556,-0.416,-0.919,-1.398,-2.1795
10.901,0.0,0.318,0.0,30.200122,-97.8877367,1.556,-0.43,-0.93,-1.412,-2.1817
11.0,0.0,0.318,0.0,30.200122,-97.8877367,1.556,-0.43,-0.93,-1.412,-2.1817
11.101,0.5,0.327,0.0,30.2001215,-97.8877372,1.586,-0.451,-0.947,-1.418,-2.1875
11.431,0.5,0.213,0.0,30.2001205,-97.8877383,1.513,-0.584,-1.063,-1.342,-2.2043
11.432,0.5,0.213,0.0,30.2001205,-97.8877383,1.513,-0.584,-1.063,-1.342,-2.2043
11.432,0.5,0.213,0.0,30.2001205,-97.8877383,1.513,-0.584,-1.063,-1.342,-2.2043
11.501,0.5,0.137,0.0,30.2001205,-97.8877383,1.513,-0.61,-1.086,-1.291,-2.2138
11.601,0.0,0.137,0.0,30.2001205,-97.8877383,1.513,-0.61,-1.086,-1.291,-2.2138
11.702,0.0,-0.021,0.0,30.20012,-97.8877387,1.342,-0.643,-1.105,-1.186,-2.2291
11.801,0.5,-0.021,0.0,30.20012,-97.8877387,1.342,-0.643,-1.105,-1.186,-2.2291
11.901,0.0,-0.157,0.0,30.20012,-97.8877387,1.342,-0.664,-1.106,-1.096,-2.2518
12.001,0.5,-0.157,0.0,30.20012,-97.8877387,1.342,-0.664,-1.106,-1.096,-2.2518
12.101,0.0,-0.215,0.0,30.20012,-97.8877387,1.342,-0.678,-1.107,-1.057,-2.26
12.201,0.0,-0.29,0.0,30.2001195,-97.8877388,1.208,-0.726,-1.11,-1.007,-2.2778
12.301,0.0,-0.29,0.0,30.2001195,-97.8877388,1.208,-0.726,-1.11,-1.007,-2.2778
12.402,0.5,-0.333,0.0,30.2001188,-97.8877388,1.148,-0.772,-1.1,-0.978,-2.3085
12.501,0.5,-0.333,0.0,30.2001188,-97.8877388,1.148,-0.772,-1.1,-0.978,-2.3085
12.601,0.5,-0.333,0.0,30.2001188,-97.8877388,1.148,-0.784,-1.087,-0.978,-2.3236
12.701,0.5,-0.316,0.0,30.2001188,-97.8877388,1.148,-0.787,-1.069,-0.99,-2.3383
12.801,0.5,-0.227,0.0,30.2001187,-97.8877381,1.191,-0.779,-1.021,-1.048,-2.3501
12.901,0.5,-0.164,0.0,30.2001187,-97.8877381,1.191,-0.776,-1.0,-1.09,-2.3543
13.001,0.5,-0.098,0.0,30.2001187,-97.8877381,1.191,-0.78,-0.986,-1.134,-2.3586
13.101,0.5,-0.098,0.0,30.2001187,-97.8877381,1.191,-0.78,-0.986,-1.134,-2.3586
13.201,0.5,-0.029,0.0,30.2001186,-97.8877376,1.331,-0.805,-0.988,-1.181,-2.3604
13.301,0.5,0.042,0.0,30.2001186,-97.8877376,1.331,-0.842,-1.001,-1.228,-2.3591
13.401,0.5,0.109,0.0,30.2001186,-97.8877376,1.331,-0.887,-1.026,-1.273,-2.3567
13.501,0.5,0.214,0.0,30.2001174,-97.8877382,1.479,-0.981,-1.094,-1.343,-2.3469
13.601,0.5,0.214,0.0,30.2001174,-97.8877382,1.479,-0.981,-1.094,-1.343,-2.341
13.701,0.0,0.214,0.0,30.2001174,-97.8877382,1.479,-0.981,-1.094,-1.343,-2.3351
13.801,0.0,0.28,0.0,30.2001174,-97.8877382,1.479,-1.061,-1.168,-1.387,-2.3295
13.901,0.5,0.304,0.0,30.2001161,-97.8877395,1.561,-1.095,-1.204,-1.402,-2.3144
14.001,0.5,0.318,0.0,30.2001161,-97.8877395,1.561,-1.122,-1.236,-1.412,-2.3088
14.101,0.5,0.32,0.0,30.2001154,-97.8877406,1.582,-1.144,-1.264,-1.414,-2.2946
14.201,0.5,0.314,0.0,30.2001154,-97.8877406,1.582,-1.164,-1.291,-1.409,-2.2946
14.301,0.5,0.263,0.0,30.2001154,-97.8877406,1.582,-1.194,-1.337,-1.376,-2.2707
14.401,0.5,0.217,0.0,30.2001149,-97.8877413,1.518,-1.204,-1.354,-1.345,-2.2613
14.501,0.5,0.162,0.0,30.2001149,-97.8877413,1.518,-1.215,-1.371,-1.308,-2.2599
14.601,0.0,0.101,0.0,30.2001149,-97.8877413,1.518,-1.225,-1.389,-1.268,-2.2604
14.701,0.5,0.101,0.0,30.2001149,-97.8877413,1.518,-1.225,-1.389,-1.268,-2.2604
14.801,0.0,0.038,0.0,30.2001146,-97.8877419,1.384,-1.237,-1.408,-1.225,-2.2615
14.901,0.0,-0.096,0.0,30.2001146,-97.8877419,1.384,-1.27,-1.455,-1.136,-2.2638
15.001,0.5,-0.096,0.0,30.2001146,-97.8877419,1.384,-1.27,-1.455,-1.136,-2.2657
15.101,0.0,-0.161,0.0,30.2001146,-97.8877419,1.384,-1.29,-1.482,-1.093,-2.2685
15.202,0.0,-0.257,0.0,30.200114,-97.8877428,1.241,-1.337,-1.537,-1.029,-2.2839
15.301,0.0,-0.292,0.0,30.200114,-97.8877428,1.241,-1.358,-1.562,-1.005,-2.2938
15.401,0.0,-0.317,0.0,30.2001134,-97.8877437,1.159,-1.375,-1.585,-0.989,-2.3019
15.501,0.0,-0.334,0.0,30.2001134,-97.8877437,1.159,-1.384,-1.604,-0.978,-2.3019
15.601,0.0,-0.334,0.0,30.2001134,-97.8877437,1.159,-1.384,-1.604,-0.978,-2.305
15.701,0.0,-0.32,0.0,30.2001134,-97.8877437,1.159,-1.388,-1.631,-0.987,-2.3076
15.801,0.0,-0.291,0.0,30.2001133,-97.8877442,1.159,-1.385,-1.642,-1.006,-2.3043
15.901,0.0,-0.251,0.0,30.2001133,-97.8877442,1.159,-1.382,-1.654,-1.032,-2.2942
16.001,0.0,-0.251,0.0,30.2001133,-97.8877442,1.159,-1.382,-1.654,-1.032,-2.2942
16.101,0.0,-0.2,0.0,30.2001134,-97.8877447,1.258,-1.376,-1.669,-1.067,-2.2816
16.201,0.0,-0.138,0.0,30.2001134,-97.8877447,1.258,-1.376,-1.688,-1.108,-2.2769
16.301,0.0,-0.009,0.0,30.2001134,-97.8877447,1.258,-1.376,-1.74,-1.194,-2.2705
16.401,0.0,-0.009,0.0,30.2001134,-97.8877447,1.258,-1.376,-1.74,-1.194,-2.2692
16.501,0.0,0.115,0.0,30.2001134,-97.8877456,1.401,-1.386,-1.807,-1.277,-2.2734
16.601,0.0,0.115,0.0,30.2001134,-97.8877456,1.401,-1.386,-1.807,-1.277,-2.2783
16.701,0.0,0.173,0.0,30.2001134,-97.8877456,1.401,-1.397,-1.841,-1.315,-2.2783
16.801,0.0,0.226,0.0,30.2001134,-97.8877456,1.401,-1.408,-1.871,-1.35,-2.2833
16.901,0.0,0.297,0.0,30.2001131,-97.8877468,1.527,-1.434,-1.919,-1.398,-2.3029
17.001,0.0,0.297,0.0,30.2001131,-97.8877468,1.527,-1.434,-1.919,-1.398,-2.3029
17.101,0.5,0.315,0.0,30.2001127,-97.8877475,1.582,-1.446,-1.937,-1.41,-2.3147
17.201,0.5,0.308,0.0,30.2001127,-97.8877475,1.582,-1.471,-1.96,-1.405,-2.3288
17.301,0.0,0.308,0.0,30.2001127,-97.8877475,1.582,-1.471,-1.96,-1.405,-2.3373
17.401,0.5,0.259,0.0,30.2001123,-97.8877478,1.545,-1.494,-1.977,-1.372,-2.3643
17.501,0.5,0.219,0.0,30.2001123,-97.8877478,1.545,-1.505,-1.982,-1.346,-2.3725
17.601,0.5,0.219,0.0,30.2001123,-97.8877478,1.545,-1.505,-1.982,-1.346,-2.3789
17.701,0.0,0.167,0.0,30.2001123,-97.8877478,1.545,-1.518,-1.986,-1.311,-2.3842
17.801,0.0,0.11,0.0,30.2001119,-97.8877479,1.435,-1.534,-1.989,-1.274,-2.3934
17.901,0.0,-0.004,0.0,30.2001119,-97.8877479,1.435,-1.577,-2.004,-1.197,-2.3994
18.001,0.0,-0.004,0.0,30.2001119,-97.8877479,1.435,-1.577,-2.004,-1.197,-2.4008
18.101,0.0,-0.058,0.0,30.2001119,-97.8877479,1.435,-1.605,-2.018,-1.162,-2.4013
18.201,0.0,-0.155,0.0,30.2001112,-97.8877483,1.312,-1.66,-2.055,-1.096,-2.4001
18.301,0.5,-0.155,0.0,30.2001112,-97.8877483,1.312,-1.66,-2.055,-1.096,-2.3984
18.401,0.5,-0.229,0.0,30.2001105,-97.887749,1.219,-1.703,-2.089,-1.047,-2.3921
18.501,0.0,-0.229,0.0,30.2001105,-97.887749,1.219,-1.703,-2.089,-1.047,-2.3921
18.601,0.5,-0.26,0.0,30.2001105,-97.887749,1.219,-1.712,-2.098,-1.027,-2.3861
18.701,0.5,-0.283,0.0,30.2001105,-97.887749,1.219,-1.713,-2.095,-1.011,-2.3755
18.801,0.0,-0.27,0.0,30.2001104,-97.887749,1.182,-1.713,-2.09,-1.02,-2.3617
18.901,0.0,-0.239,0.0,30.2001104,-97.887749,1.182,-1.722,-2.092,-1.041,-2.3552
19.001,0.0,-0.196,0.0,30.2001104,-97.887749,1.182,-1.74,-2.104,-1.07,-2.3418
19.101,0.0,-0.196,0.0,30.2001104,-97.887749,1.182,-1.74,-2.104,-1.07,-2.3418
19.201,0.5,-0.142,0.0,30.20011,-97.8877492,1.257,-1.772,-2.129,-1.105,-2.3261
19.301,0.0,-0.019,0.0,30.20011,-97.8877492,1.257,-1.854,-2.199,-1.187,-2.3092
19.401,0.0,-0.019,0.0,30.20011,-97.8877492,1.257,-1.854,-2.199,-1.187,-2.3002
19.501,0.0,0.095,0.0,30.2001088,-97.8877504,1.391,-1.931,-2.254,-1.263,-2.2758
19.601,0.0,0.095,0.0,30.2001088,-97.8877504,1.391,-1.931,-2.254,-1.263,-2.2606
19.701,0.0,0.143,0.0,30.2001088,-97.8877504,1.391,-1.959,-2.266,-1.296,-2.2606
19.802,0.0,0.23,0.0,30.2001079,-97.8877508,1.502,-2.002,-2.264,-1.353,-2.1972
19.901,0.0,0.23,0.0,30.2001079,-97.8877508,1.502,-2.002,-2.264,-1.353,-2.1972
20.001,0.0,0.23,0.0,30.2001079,-97.8877508,1.502,-2.002,-2.264,-1.353,-2.1972
20.101,0.0,0.23,0.0,30.2001076,-97.8877506,1.58,-2.002,-2.264,-1.353,-2.1464
20.201,0.0,0.23,0.0,30.2001076,-97.8877506,1.58,-2.002,-2.264,-1.353,-2.1464
20.301,0.5,0.23,0.0,30.2001076,-97.8877506,1.58,-2.002,-2.264,-1.353,-2.1464
20.402,0.5,0.303,0.0,30.2001074,-97.8877509,1.574,-2.046,-2.275,-1.402,-2.1118
20.501,0.5,0.266,0.0,30.2001074,-97.8877509,1.574,-2.052,-2.286,-1.378,-2.1086
20.601,0.5,0.266,0.0,30.2001074,-97.8877509,1.574,-2.052,-2.286,-1.378,-2.1062
20.701,0.5,0.219,0.0,30.2001074,-97.8877509,1.574,-2.055,-2.296,-1.346,-2.0993
