t,vx,vz,yaw_rate,lat,lon,rel_alt,p_n,p_e,p_d,yaw
104.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
104.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
104.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
104.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.2,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
105.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
106.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
107.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.43,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.431,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.432,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
108.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
109.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
110.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
111.9,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
112.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.53,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.531,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.532,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.8,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
113.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.5,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
114.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.6,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.8,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
115.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
116.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
117.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.63,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.631,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.632,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
118.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
119.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.5,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.7,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
120.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
121.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
122.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
123.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.2,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.4,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
124.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
125.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
125.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
125.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
125.3,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
125.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
125.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
